SiteNumber, SiteName, SiteCategory, SiteAgency, SiteLongitude, SiteLatitude, SiteNWISURL
"06220800","WIND RIVER ABOVE RED CREEK, NEAR DUBOIS, WY","ST","USGS",-109.45875840,43.44162200,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=06220800"
"06221400","DINWOODY CREEK ABOVE LAKES, NEAR BURRIS, WY","ST","USGS",-109.40877780,43.34616667,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=06221400"
"06224000","BULL LAKE CREEK ABOVE BULL LAKE, WY","ST","USGS",-109.20255560,43.17661110,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=06224000"
"06227600","WIND RIVER NEAR KINNEAR, WY","ST","USGS",-108.70888890,43.14277778,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=06227600"
"06228000","WIND RIVER AT RIVERTON, WY","ST","USGS",-108.37677010,43.01051478,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=06228000"
"06235500","LITTLE WIND RIVER NEAR RIVERTON, WY","ST","USGS",-108.37541670,42.99750000,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=06235500"
"06253000","FIVEMILE CREEK NEAR SHOSHONI, WY","ST","USGS",-108.21969440,43.22191667,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=06253000"
"06274300","BIGHORN RIVER AT BASIN, WY","ST","USGS",-108.03621170,44.38329070,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=06274300"
"06278300","SHELL CREEK ABOVE SHELL CREEK RESERVOIR, WY","ST","USGS",-107.40368860,44.50801950,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=06278300"
"06279500","BIGHORN RIVER AT KANE, WY","ST","USGS",-108.18149720,44.75856618,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=06279500"
"06279940","NORTH FORK SHOSHONE RIVER AT WAPITI, WY","ST","USGS",-109.43043990,44.46967158,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=06279940"
"06280300","SOUTH FORK SHOSHONE RIVER NEAR VALLEY, WY","ST","USGS",-109.55525000,44.20788889,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=06280300"
"06281000","SOUTH FORK SHOSHONE RIVER AB BUFFALO BILL RES, WY","ST","USGS",-109.25792930,44.41911816,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=06281000"
"06283995","Shoshone River ab Willwood Dam, nr Ralston, WY","ST","USGS",-108.92752780,44.66121667,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=06283995"
"06284010","Shoshone River bl Willwood Dam, nr Ralston, WY","ST","USGS",-108.91539440,44.67175830,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=06284010"
"06285100","SHOSHONE RIVER NEAR LOVELL, WY","ST","USGS",-108.43511860,44.83856380,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=06285100"
"06287000","Bighorn River near St. Xavier, MT","ST","USGS",-107.91888890,45.31690278,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=06287000"
"06289000","Little Bighorn River at State Line nr Wyola MT","ST","USGS",-107.61540830,45.00711110,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=06289000"
"06298000","TONGUE RIVER NEAR DAYTON, WY","ST","USGS",-107.30452530,44.84941230,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=06298000"
"06306300","Tongue River at State Line nr Decker MT","ST","USGS",-106.83594440,45.00913610,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=06306300"
"06307500","Tongue River at Tongue R Dam nr Decker MT","ST","USGS",-106.77135560,45.14127500,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=06307500"
"06307616","Tongue R at Birney Day School Br nr Birney MT","ST","USGS",-106.45735280,45.41160556,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=06307616"
"06309200","MIDDLE FORK POWDER RIVER NEAR BARNUM, WY","ST","USGS",-107.13839950,43.57773999,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=06309200"
"06317000","POWDER RIVER AT ARVADA, WY","ST","USGS",-106.12752780,44.64998226,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=06317000"
"06318500","CLEAR CREEK NEAR BUFFALO, WY","ST","USGS",-106.77727350,44.33275055,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=06318500"
"06324500","Powder River at Moorhead MT","ST","USGS",-105.87837780,45.05719720,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=06324500"
"06324970","LITTLE POWDER RIVER AB DRY CREEK, NEAR WESTON, WY","ST","USGS",-105.35332680,44.92692880,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=06324970"
"06386500","CHEYENNE RIVER NEAR SPENCER, WY","ST","USGS",-104.13160220,43.42108409,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=06386500"
"06426500","BELLE FOURCHE RIVER BELOW MOORCROFT, WY","ST","USGS",-104.94053130,44.32192645,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=06426500"
"06428500","BELLE FOURCHE R AT WY-SD STATE LINE","ST","USGS",-104.05160180,44.74887406,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=06428500"
"06429997","MURRAY DITCH AB HEADGATE AT WY-SD STATE LINE","ST","USGS",-104.05604530,44.57637390,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=06429997"
"06430500","REDWATER CR AT WY-SD STATE LINE","ST","USGS",-104.05355080,44.57190440,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=06430500"
"06614800","MICHIGAN RIVER NEAR CAMERON PASS, CO","ST","USGS",-105.86501190,40.49609409,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=06614800"
"06620000","NORTH PLATTE RIVER NEAR NORTHGATE, CO","ST","USGS",-106.33919440,40.93663889,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=06620000"
"06622700","NORTH BRUSH CREEK NEAR SARATOGA, WY","ST","USGS",-106.52058150,41.37024470,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=06622700"
"06623800","ENCAMPMENT RIVER AB HOG PARK CR, NR ENCAMPMENT, WY","ST","USGS",-106.82476600,41.02357910,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=06623800"
"06625000","ENCAMPMENT RIVER AT MOUTH, NEAR ENCAMPMENT, WY","ST","USGS",-106.71531290,41.30329849,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=06625000"
"06630000","N PLATTE RIV AB SEMINOE RESERVOIR, NR SINCLAIR, WY","ST","USGS",-107.05754650,41.87218127,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=06630000"
"06632400","ROCK CREEK AB KING CANYON CANAL, NR ARLINGTON, WY","ST","USGS",-106.22279080,41.58524549,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=06632400"
"06634060","L Medicine Bow R ab Sand Cr, nr Shirley Basin, WY","ST","USGS",-106.15527780,42.33111110,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=06634060"
"06634620","L MEDICINE BOW R AT BOLES SPRING, NR MEDICINE BOW","ST","USGS",-106.20918430,41.96107644,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=06634620"
"06635000","MEDICINE BOW R AB SEMINOE RESERVOIR, NR HANNA, WY","ST","USGS",-106.51308300,42.00968440,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=06635000"
"06638090","SWEETWATER RIVER NEAR SWEETWATER STATION, WY","ST","USGS",-108.25065100,42.50384887,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=06638090"
"06646000","DEER CREEK IN CANYON, NEAR GLENROCK, WY","ST","USGS",-106.02917830,42.71163200,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=06646000"
"06652000","NORTH PLATTE RIVER AT ORIN, WY","ST","USGS",-105.15914340,42.65249599,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=06652000"
"06657000","NORTH PLATTE RIVER BELOW WHALEN DIVERSION DAM, WY","ST","USGS",-104.62796010,42.24102330,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=06657000"
"06660000","LARAMIE RIVER AT LARAMIE, WY","ST","USGS",-105.60741670,41.32777778,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=06660000"
"06670500","LARAMIE RIVER NEAR FORT LARAMIE, WY","ST","USGS",-104.53829080,42.20052277,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=06670500"
"06674500","NORTH PLATTE RIVER AT WYOMING-NEBRASKA STATE LINE","ST","USGS",-104.05328230,41.98857550,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=06674500"
"06746095","JOE WRIGHT CREEK ABOVE JOE WRIGHT RESERVOIR, CO","ST","USGS",-105.88279000,40.53998220,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=06746095"
"06746110","JOE WRIGHT CREEK BELOW JOE WRIGHT RESERVOIR, CO","ST","USGS",-105.86390000,40.56192640,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=06746110"
"06751150","N FK CACHE LA POUDRE R BLW HALLIGAN RES NR VA DALE","ST","USGS",-105.33804110,40.87831637,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=06751150"
"06751490","NORTH FORK CACHE LA POUDRE RIVER AT LIVERMORE, CO","ST","USGS",-105.25220470,40.78748150,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=06751490"
"06752260","CACHE LA POUDRE RIVER AT FORT COLLINS, CO","ST","USGS",-105.06922220,40.58808330,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=06752260"
"06752280","CACHE LA POUDRE RIV AB BOXELDER CRK NR TIMNATH, CO","ST","USGS",-105.01136500,40.55192690,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=06752280"
"06762500","Lodgepole Creek at Bushnell, Nebr.","ST","USGS",-103.89305560,41.22777778,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=06762500"
"09188500","GREEN RIVER AT WARREN BRIDGE, NEAR DANIEL, WY","ST","USGS",-110.11886110,43.01908330,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=09188500"
"09196500","PINE CREEK ABOVE FREMONT LAKE, WY","ST","USGS",-109.77352780,43.02705556,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=09196500"
"09205000","NEW FORK RIVER NEAR BIG PINEY, WY","ST","USGS",-109.93015100,42.56716598,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=09205000"
"09209400","GREEN RIVER NEAR LA BARGE, WY","ST","USGS",-110.16321400,42.19272157,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=09209400"
"09210500","FONTENELLE C NR HERSCHLER RANCH, NR FONTENELLE, WY","ST","USGS",-110.41608330,42.09580556,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=09210500"
"09211200","GREEN RIVER BELOW FONTENELLE RESERVOIR, WY","ST","USGS",-110.04980560,42.02097220,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=09211200"
"09213500","BIG SANDY RIVER NEAR FARSON, WY","ST","USGS",-109.51190000,42.32960000,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=09213500"
"09215000","PACIFIC CREEK NEAR FARSON, WY","ST","USGS",-109.32544440,42.12833330,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=09215000"
"09217000","GREEN RIVER NEAR GREEN RIVER, WY","ST","USGS",-109.44902340,41.51635366,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=09217000"
"09217900","BLACKS FORK NEAR ROBERTSON, WY","ST","USGS",-110.57972220,40.95902778,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=09217900"
"09219200","Blacks Fork above Smiths Fork, near Lyman, WY","ST","USGS",-110.20595830,41.39415000,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=09219200"
"09220000","EAST FORK OF SMITHS FORK NEAR ROBERTSON, WY","ST","USGS",-110.39863890,41.05386110,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=09220000"
"09223000","HAMS FORK BELOW POLE CREEK, NEAR FRONTIER, WY","ST","USGS",-110.70941670,42.11088889,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=09223000"
"09224700","BLACKS FORK NEAR LITTLE AMERICA, WY","ST","USGS",-109.69347460,41.54607224,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=09224700"
"09229500","HENRYS FORK NEAR MANILA, UT","ST","USGS",-109.67350000,41.01100000,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=09229500"
"09234500","GREEN RIVER NEAR GREENDALE, UT","ST","USGS",-109.42291400,40.90829296,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=09234500"
"09253000","LITTLE SNAKE RIVER NEAR SLATER, CO","ST","USGS",-107.14338800,40.99941048,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=09253000"
"09255000","SLATER FORK NEAR SLATER, CO","ST","USGS",-107.38283910,40.98246570,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=09255000"
"09258050","Muddy Creek above Olson Draw, near Dad, WY","ST","USGS",-107.60250000,41.47833330,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=09258050"
"09258980","MUDDY CREEK BELOW YOUNG DRAW, NEAR BAGGS, WY","ST","USGS",-107.63159640,41.06815856,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=09258980"
"10011500","BEAR RIVER NEAR UTAH-WYOMING STATE LINE","ST","USGS",-110.85350790,40.96522540,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=10011500"
"10016900","BEAR RIVER AT EVANSTON, WY","ST","USGS",-110.96369440,41.26986110,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=10016900"
"10020100","BEAR RIVER ABOVE RESERVOIR, NEAR WOODRUFF, UT","ST","USGS",-111.01768630,41.43438990,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=10020100"
"10020300","BEAR RIVER BELOW RESERVOIR, NEAR WOODRUFF, UT","ST","USGS",-111.01463170,41.50550100,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=10020300"
"10028500","BEAR RIVER BELOW PIXLEY DAM, NEAR COKEVILLE, WY","ST","USGS",-110.98546620,41.93882917,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=10028500"
"10032000","SMITHS FORK NEAR BORDER, WY","ST","USGS",-110.87240640,42.29326620,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=10032000"
"10038000","BEAR RIVER BELOW SMITHS FORK, NR COKEVILLE, WY","ST","USGS",-110.97379860,42.12604658,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=10038000"
"10039500","BEAR RIVER AT BORDER, WY","ST","USGS",-111.05380220,42.21104338,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=10039500"
"13010065","SNAKE RIVER AB JACKSON LAKE AT FLAGG RANCH WY","ST","USGS",-110.66750000,44.09888889,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=13010065"
"13011000","SNAKE RIVER NEAR MORAN, WY","ST","USGS",-110.58659700,43.85855089,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=13011000"
"13011500","PACIFIC CREEK AT MORAN, WY","ST","USGS",-110.51715050,43.85105315,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=13011500"
"13011820","Blackrock Cr bl Split Rock Cr, nr Moran, WY","ST","USGS",-110.17872220,43.80711110,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=13011820"
"13011900","BUFFALO FORK AB LAVA CREEK NR MORAN WY","ST","USGS",-110.44083330,43.83805556,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=13011900"
"13012465","Leidy Creek at mouth, near Moran, WY","ST","USGS",-110.31456110,43.73310830,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=13012465"
"13012475","South Fork Spread Cr at mouth, nr Moran, WY","ST","USGS",-110.32378610,43.76348330,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=13012475"
"13013650","SNAKE RIVER AT MOOSE, WY","ST","USGS",-110.71547220,43.65405556,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=13013650"
"13014300","GROS VENTRE R AB UPPER SLIDE LK, NR KELLY, WY","ST","USGS",-110.31094440,43.57597220,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=13014300"
"13014500","GROS VENTRE RIVER AT KELLY, WY","ST","USGS",-110.62305560,43.62088889,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=13014500"
"13015000","GROS VENTRE RIVER AT ZENITH, WY","ST","USGS",-110.76277780,43.55722220,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=13015000"
"13016305","GRANITE C AB GRANITE C SUPPLEMENTAL, NR MOOSE, WY","ST","USGS",-110.80583330,43.60316667,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=13016305"
"13016450","FISH CREEK AT WILSON, WY","ST","USGS",-110.87160000,43.50076005,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=13016450"
"13018300","CACHE CREEK NEAR JACKSON, WY","ST","USGS",-110.70409130,43.45215258,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=13018300"
"13018350","FLAT CREEK BELOW CACHE CREEK, NEAR JACKSON, WY","ST","USGS",-110.79702780,43.45836110,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=13018350"
"13018750","SNAKE RIVER BELOW FLAT CREEK, NEAR JACKSON, WY","ST","USGS",-110.73861110,43.37222220,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=13018750"
"13022500","SNAKE RIVER ABOVE RESERVOIR, NEAR ALPINE, WY","ST","USGS",-110.88944440,43.19611110,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=13022500"
"13023000","GREYS RIVER ABOVE RESERVOIR, NEAR ALPINE, WY","ST","USGS",-110.97694440,43.14305556,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=13023000"
"13027500","SALT RIVER ABOVE RESERVOIR, NEAR ETNA, WY","ST","USGS",-111.03722220,43.07972220,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=13027500"
