SiteNumber, SiteName, SiteCategory, SiteAgency, SiteLongitude, SiteLatitude, SiteNWISURL
"13333000","GRANDE RONDE RIVER AT TROY, OR","ST","USGS",-117.45100890,45.94570190,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=13333000"
"14020000","UMATILLA RIVER ABOVE MEACHAM CREEK, NR GIBBON, OR","ST","USGS",-118.32329130,45.71957668,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=14020000"
"14020300","MEACHAM CREEK AT GIBBON, OR","ST","USGS",-118.35662620,45.68874290,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=14020300"
"14020850","UMATILLA R AT W RESERVATION BNDY NR PENDLETON, OR","ST","USGS",-118.73664900,45.67151937,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=14020850"
"14033500","UMATILLA RIVER NEAR UMATILLA, OR","ST","USGS",-119.32696180,45.90291030,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=14033500"
"14034470","WILLOW CREEK ABV WILLOW CR LAKE, NR HEPPNER, OR","ST","USGS",-119.51585440,45.34068289,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=14034470"
"14034500","WILLOW CREEK AT HEPPNER, OR","ST","USGS",-119.55002180,45.35040620,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=14034500"
"14034608","WILLOW CREEK AT MORGAN STREET, AT HEPPNER, OR","ST","USGS",-119.56029980,45.36123980,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=14034608"
"14038530","JOHN DAY RIVER NEAR JOHN DAY, OR","ST","USGS",-118.90634190,44.41848897,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=14038530"
"14043840","MF JOHN DAY RIVER ABV CAMP CREEK, NR GALENA, OR","ST","USGS",-118.79430830,44.69262500,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=14043840"
"14044000","MIDDLE FORK JOHN DAY RIVER AT RITTER, OR","ST","USGS",-119.14136860,44.88876388,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=14044000"
"14046000","NORTH FORK JOHN DAY RIVER AT MONUMENT, OR","ST","USGS",-119.43165650,44.81375820,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=14046000"
"14046500","JOHN DAY RIVER AT SERVICE CREEK, OR","ST","USGS",-120.00667700,44.79374680,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=14046500"
"14046778","BRIDGE CR ABV COYOTE CANYON NR MITCHELL, OR","ST","USGS",-120.30196500,44.72679880,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=14046778"
"14046890","PINE CREEK NEAR CLARNO, OR","ST","USGS",-120.44086320,44.91040697,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=14046890"
"14048000","JOHN DAY RIVER AT MCDONALD FERRY, OR","ST","USGS",-120.40949190,45.58762780,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=14048000"
"14070624","M F TUMALO CREEK BLW PROWELL SPRINGS, NR BEND, OR","ST","USGS",-121.63256390,44.03722778,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=14070624"
"14076500","DESCHUTES RIVER NEAR CULVER, OR","ST","USGS",-121.32115580,44.49872930,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=14076500"
"14087380","CROOKED RIVER BLW OSBORNE CANYON, NR OPAL CITY, OR","ST","USGS",-121.23287280,44.42689720,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=14087380"
"14087400","CROOKED RIVER BELOW OPAL SPRINGS, NEAR CULVER, OR","ST","USGS",-121.29837700,44.49234070,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=14087400"
"14091500","METOLIUS RIVER NEAR GRANDVIEW, OR","ST","USGS",-121.48394330,44.62622750,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=14091500"
"14092500","DESCHUTES RIVER NEAR MADRAS, OR","ST","USGS",-121.24699390,44.72595225,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=14092500"
"14092750","SHITIKE CRK AT PETERS PASTURE, NR WARM SPRINGS, OR","ST","USGS",-121.63339700,44.75039516,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=14092750"
"14093000","SHITIKE CREEK NEAR WARM SPRINGS, OR","ST","USGS",-121.23643930,44.76428560,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=14093000"
"14096850","BEAVER CREEK BELOW QUARTZ CREEK, NR SIMNASHO, OR","ST","USGS",-121.39422860,44.95872720,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=14096850"
"14097100","WARM SPRINGS RIVER NEAR KAHNEETA HOT SPRINGS, OR","ST","USGS",-121.14977350,44.85650870,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=14097100"
"14103000","DESCHUTES RIVER AT MOODY, NEAR BIGGS, OR","ST","USGS",-120.90562030,45.62206780,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=14103000"
"14105700","COLUMBIA RIVER AT THE DALLES, OR","ST","USGS",-121.18991670,45.60827778,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=14105700"
"14113200","MOSIER CREEK NEAR MOSIER, OR","ST","USGS",-121.37729510,45.64900800,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=14113200"
"14120000","HOOD RIVER AT TUCKER BRIDGE, NEAR HOOD RIVER, OR","ST","USGS",-121.54880000,45.65450000,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=14120000"
"14123500","WHITE SALMON RIVER NEAR UNDERWOOD, WA","ST","USGS",-121.52701760,45.75206370,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=14123500"
"14137000","SANDY RIVER NEAR MARMOT, OR","ST","USGS",-122.13730680,45.39956420,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=14137000"
"14138720","BULL RUN RIVER AT LOWER FLUME NR BRIGHTWOOD, OR","ST","USGS",-121.86535670,45.47095150,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=14138720"
"14138800","BLAZED ALDER CREEK NEAR RHODODENDRON, OR","ST","USGS",-121.89146840,45.45261830,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=14138800"
"14138850","BULL RUN RIVER NEAR MULTNOMAH FALLS, OR","ST","USGS",-122.01230490,45.49817430,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=14138850"
"14138870","FIR CREEK NEAR BRIGHTWOOD, OR","ST","USGS",-122.02563850,45.48011889,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=14138870"
"14138900","NORTH FORK BULL RUN RIVER NEAR MULTNOMAH FALLS, OR","ST","USGS",-122.03591670,45.49428560,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=14138900"
"14139800","SOUTH FORK BULL RUN RIVER NEAR BULL RUN, OR","ST","USGS",-122.10952920,45.44456400,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=14139800"
"14140000","BULL RUN RIVER NEAR BULL RUN (RIVER ONLY), OR","ST","USGS",-122.17965560,45.43730000,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=14140000"
"14141500","LITTLE SANDY RIVER NEAR BULL RUN, OR","ST","USGS",-122.17147460,45.41539777,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=14141500"
"14142500","SANDY RIVER BLW BULL RUN RIVER, NR BULL RUN, OR","ST","USGS",-122.24508850,45.44900940,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=14142500"
"14142800","BEAVER CREEK AT TROUTDALE, OR","ST","USGS",-122.38897980,45.51928660,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=14142800"
"14145500","MF WILLAMETTE RIVER ABV SALT CRK, NEAR OAKRIDGE,OR","ST","USGS",-122.43782560,43.72095655,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=14145500"
"14148000","MF WILLAMETTE RIVER BLW N FORK, NR OAKRIDGE, OR.","ST","USGS",-122.56088790,43.80123517,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=14148000"
"14150000","MIDDLE FORK WILLAMETTE RIVER NEAR DEXTER, OR","ST","USGS",-122.83729670,43.94568150,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=14150000"
"14150800","WINBERRY CREEK NEAR LOWELL,OR","ST","USGS",-122.68867620,43.91429240,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=14150800"
"14151000","FALL CREEK BLW WINBERRY CREEK, NEAR FALL CREEK, OR","ST","USGS",-122.77479400,43.94429299,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=14151000"
"14152000","MIDDLE FORK WILLAMETTE RIVER AT JASPER, OR","ST","USGS",-122.90591260,43.99818166,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=14152000"
"14153500","COAST FORK WILLAMETTE R BLW COTTAGE GROVE DAM, OR","ST","USGS",-123.04979940,43.72067785,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=14153500"
"14154500","ROW RIVER ABOVE PITCHER CREEK, NEAR DORENA, OR","ST","USGS",-122.87340190,43.73595650,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=14154500"
"14155500","ROW RIVER NEAR COTTAGE GROVE, OR","ST","USGS",-122.99146550,43.79290120,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=14155500"
"14157500","COAST FORK WILLAMETTE RIVER NEAR GOSHEN, OR","ST","USGS",-122.96647000,43.98040324,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=14157500"
"14158500","MCKENZIE RIVER AT OUTLET OF CLEAR LAKE, OR","ST","USGS",-121.99561720,44.36095450,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=14158500"
"14158740","MCKENZIE RIVER BL PAYNE CR, NR BELKNAP SPRINGS, OR","ST","USGS",-122.03680560,44.28638889,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=14158740"
"14158790","SMITH RIVER ABV SMITH R RESV,NR BELKNAP SPRNGS,OR","ST","USGS",-122.04700740,44.33456660,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=14158790"
"14158798","SMITH RIVER ABV TRAIL BRDG RESV NR BELKNAP SPRINGS","ST","USGS",-122.04858330,44.28988889,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=14158798"
"14158850","MCKENZIE R BLW TRAIL BR DAM NR BELKNAP SPRINGS, OR","ST","USGS",-122.04978260,44.26790010,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=14158850"
"14159200","SO FK MCKENZIE RIVER ABV COUGAR LAKE NR RAINBOW OR","ST","USGS",-122.21782450,44.04706700,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=14159200"
"14159500","SOUTH FORK MCKENZIE RIVER NEAR RAINBOW, OR","ST","USGS",-122.24839100,44.13595817,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=14159500"
"14161500","LOOKOUT CREEK NEAR BLUE RIVER, OR","ST","USGS",-122.25673300,44.20957080,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=14161500"
"14162200","BLUE RIVER AT BLUE RIVER, OR","ST","USGS",-122.33311920,44.16234819,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=14162200"
"14162500","MCKENZIE RIVER NEAR VIDA, OR","ST","USGS",-122.47062000,44.12484870,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=14162500"
"14163150","MCKENZIE RIVER BLW LEABURG DAM, NR LEABURG, OR","ST","USGS",-122.62757150,44.12373800,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=14163150"
"14163900","MCKENZIE RIVER NEAR WALTERVILLE, OR","ST","USGS",-122.77118740,44.06984920,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=14163900"
"14164700","CEDAR CREEK AT SPRINGFIELD, OR","ST","USGS",-122.91966440,44.05934800,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=14164700"
"14164900","McKENZIE RIVER ABV HAYDEN BR, AT SPRINGFIELD,OR","ST","USGS",-122.96452730,44.07123650,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=14164900"
"14165000","MOHAWK RIVER NEAR SPRINGFIELD, OR","ST","USGS",-122.95730520,44.09290317,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=14165000"
"14166000","WILLAMETTE RIVER AT HARRISBURG, OR","ST","USGS",-123.17370360,44.27040126,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=14166000"
"14166500","LONG TOM RIVER NEAR NOTI, OR","ST","USGS",-123.42620970,44.04984478,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=14166500"
"14169000","LONG TOM RIVER NEAR ALVADORE, OR","ST","USGS",-123.29981730,44.12345657,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=14169000"
"14170000","LONG TOM RIVER AT MONROE, OR","ST","USGS",-123.29648590,44.31290047,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=14170000"
"14171000","MARYS RIVER NEAR PHILOMATH, OR","ST","USGS",-123.33400000,44.52500000,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=14171000"
"14171600","WILLAMETTE RIVER AT CORVALLIS, OR","ST","USGS",-123.25680560,44.56636110,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=14171600"
"14174000","WILLAMETTE RIVER AT ALBANY, OR","ST","USGS",-123.10676160,44.63873280,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=14174000"
"14178000","NO SANTIAM R BLW BOULDER CRK, NR DETROIT, OR","ST","USGS",-122.10118590,44.70678850,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=14178000"
"14179000","BREITENBUSH R ABV FRENCH CR NR DETROIT, OR.","ST","USGS",-122.12896480,44.75262179,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=14179000"
"14180300","BLOWOUT CREEK NEAR DETROIT, OR","ST","USGS",-122.13090800,44.65289999,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=14180300"
"14181500","NORTH SANTIAM RIVER AT NIAGARA, OR","ST","USGS",-122.29744440,44.75377778,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=14181500"
"14182500","LITTLE NORTH SANTIAM RIVER NEAR MEHAMA, OR","ST","USGS",-122.57897380,44.79151080,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=14182500"
"14183000","NORTH SANTIAM RIVER AT MEHAMA, OR","ST","USGS",-122.61869670,44.78901090,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=14183000"
"14184100","NORTH SANTIAM R AT GREENS BRIDGE, NR JEFFERSON, OR","ST","USGS",-122.97286980,44.70789976,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=14184100"
"14185000","SOUTH SANTIAM RIVER BELOW CASCADIA, OR","ST","USGS",-122.49758170,44.39179225,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=14185000"
"14185900","QUARTZVILLE CREEK NEAR CASCADIA, OR","ST","USGS",-122.43591550,44.54012357,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=14185900"
"14187000","WILEY CREEK NEAR FOSTER, OR","ST","USGS",-122.62313840,44.37234769,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=14187000"
"14187200","SOUTH SANTIAM RIVER NEAR FOSTER, OR","ST","USGS",-122.68869560,44.41234680,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=14187200"
"14187500","SOUTH SANTIAM RIVER AT WATERLOO, OR","ST","USGS",-122.82342140,44.49845640,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=14187500"
"14187600","LEBANON SANTIAM CANAL NEAR LEBANON, OR","ST-CA","USGS",-122.86481090,44.51484526,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=14187600"
"14188610","SCHAFER CREEK NEAR LACOMB, OR","ST","USGS",-122.46591620,44.61956728,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=14188610"
"14188800","THOMAS CREEK NEAR SCIO, OR","ST","USGS",-122.77008780,44.71206687,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=14188800"
"14189000","SANTIAM RIVER AT JEFFERSON, OR","ST","USGS",-123.01425000,44.71472220,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=14189000"
"14190500","LUCKIAMUTE RIVER NEAR SUVER, OR","ST","USGS",-123.23454350,44.78317527,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=14190500"
"14191000","WILLAMETTE RIVER AT SALEM, OR","ST","USGS",-123.04287420,44.94428630,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=14191000"
"14194150","SOUTH YAMHILL RIVER AT MCMINNVILLE, OR","ST","USGS",-123.18166670,45.20694440,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=14194150"
"14197900","WILLAMETTE RIVER AT NEWBERG, OR","ST","USGS",-122.96148930,45.28456250,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=14197900"
"14198400","BULL CREEK NEAR WILHOIT, OR","ST","USGS",-122.38500000,44.96090000,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=14198400"
"14199704","NATE CREEK TRIBUTARY NEAR COLTON, OR","ST","USGS",-122.41200180,45.20523330,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=14199704"
"14200700","ABIQUA CREEK AT SILVERTON, OR","ST","USGS",-122.79083060,45.03145000,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=14200700"
"14201340","PUDDING RIVER NEAR WOODBURN, OR","ST","USGS",-122.80426000,45.15123137,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=14201340"
"14201500","BUTTE CREEK AT MONITOR, OR","ST","USGS",-122.74620190,45.10150990,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=14201500"
"14202000","PUDDING RIVER AT AURORA, OR","ST","USGS",-122.75009330,45.23317586,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=14202000"
"14203500","TUALATIN RIVER NEAR DILLEY, OR","ST","USGS",-123.12427400,45.47483650,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=14203500"
"14206900","FANNO CREEK AT 56TH AVE, AT PORTLAND, OR","ST","USGS",-122.73481940,45.48789580,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=14206900"
"14206950","FANNO CREEK AT DURHAM, OR","ST","USGS",-122.75481850,45.40345200,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=14206950"
"14207500","TUALATIN RIVER AT WEST LINN, OR","ST","USGS",-122.67620440,45.35067559,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=14207500"
"14208700","OAK GROVE FORK NEAR GOVERNMENT CAMP, OR","ST","USGS",-121.81507750,45.11373009,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=14208700"
"14209000","OAK GROVE FORK ABOVE POWERPLANT INTAKE, OR.","ST","USGS",-121.94063450,45.07123190,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=14209000"
"14209250","OAK GROVE FORK AT RIPPLEBROOK CAMPGROUND, OR","ST","USGS",-122.04285830,45.07981389,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=14209250"
"14209500","CLACKAMAS RIVER ABOVE THREE LYNX CREEK, OR","ST","USGS",-122.07341370,45.12484320,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=14209500"
"14210000","CLACKAMAS RIVER AT ESTACADA, OR","ST","USGS",-122.35397460,45.29984346,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=14210000"
"14211010","CLACKAMAS RIVER NEAR OREGON CITY, OR","ST","USGS",-122.57731340,45.37928740,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=14211010"
"14211315","TRYON CREEK NEAR LAKE OSWEGO, OR","ST","USGS",-122.67370570,45.43067476,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=14211315"
"14211400","JOHNSON CREEK AT REGNER ROAD, AT GRESHAM, OR","ST","USGS",-122.42175700,45.48650920,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=14211400"
"14211499","KELLEY CREEK AT SE 159TH DRIVE AT PORTLAND, OR","ST","USGS",-122.49842390,45.47678690,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=14211499"
"14211500","JOHNSON CREEK AT SYCAMORE, OR","ST","USGS",-122.50801940,45.47745556,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=14211500"
"14211550","JOHNSON CREEK AT MILWAUKIE, OR","ST","USGS",-122.64314960,45.45289700,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=14211550"
"14211720","WILLAMETTE RIVER AT PORTLAND, OR","ST-TS","USGS",-122.66916670,45.51750000,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=14211720"
"14211814","FAIRVIEW CREEK AT GLISAN ST NEAR GRESHAM, OR","ST","USGS",-122.44870240,45.52761968,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=14211814"
"14211820","COLUMBIA SLOUGH AT PORTLAND, OR","ST-TS","USGS",-122.76315500,45.63900515,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=14211820"
"14243000","COWLITZ RIVER AT CASTLE ROCK, WA","ST","USGS",-122.91455870,46.27483320,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=14243000"
"14246900","COLUMBIA RIVER AT PORT WESTWARD, NEAR QUINCY, OR","ST-TS","USGS",-123.18345390,46.18122136,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=14246900"
"14299800","NEHALEM RIVER NEAR VERNONIA, OR","ST","USGS",-123.28317220,45.80705586,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=14299800"
"14301000","NEHALEM RIVER NEAR FOSS, OR","ST","USGS",-123.75540500,45.70399860,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=14301000"
"14301500","WILSON RIVER NEAR TILLAMOOK, OR","ST","USGS",-123.72512090,45.47593996,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=14301500"
"14302480","TRASK RIVER ABOVE CEDAR CREEK, NEAR TILLAMOOK, OR","ST","USGS",-123.71039740,45.44621810,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=14302480"
"14303200","TUCCA CREEK NEAR BLAINE, OR.","ST","USGS",-123.54650120,45.32427635,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=14303200"
"14303600","NESTUCCA RIVER NEAR BEAVER, OR","ST","USGS",-123.84706100,45.26649446,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=14303600"
"14305500","SILETZ RIVER AT SILETZ, OR","ST","USGS",-123.88733480,44.71511720,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=14305500"
