SiteNumber, SiteName, SiteCategory, SiteAgency, SiteLongitude, SiteLatitude, SiteNWISURL
"03341500","WABASH RIVER AT TERRE HAUTE, IN","ST","USGS",-87.41950000,39.46572220,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=03341500"
"03342000","WABASH RIVER AT RIVERTON, IN","ST","USGS",-87.56863440,39.02032020,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=03342000"
"03342500","BUSSERON CREEK NEAR CARLISLE, IN","ST","USGS",-87.42585280,38.97421030,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=03342500"
"03343010","WABASH RIVER AT MEMORIAL BRIDGE AT VINCENNES, IN","ST","USGS",-87.53529930,38.68143580,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=03343010"
"03347000","WHITE RIVER AT MUNCIE, IN","ST","USGS",-85.38605430,40.20390436,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=03347000"
"03348000","WHITE RIVER AT ANDERSON, IN","ST","USGS",-85.67138889,40.10527778,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=03348000"
"03348130","WHITE RIVER AT RAIBLE AVENUE AT ANDERSON, IN","ST","USGS",-85.71081000,40.11059688,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=03348130"
"03348350","PIPE CREEK AT FRANKTON, IN","ST","USGS",-85.76636110,40.22733330,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=03348350"
"03349000","WHITE RIVER AT NOBLESVILLE, IN","ST","USGS",-86.01720690,40.04698076,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=03349000"
"03349210","CICERO CREEK AT TIPTON, IN","ST","USGS",-86.04248689,40.27698198,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=03349210"
"03349510","CICERO CREEK AT ARCADIA, IN","ST","USGS",-86.00054000,40.17448150,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=03349510"
"03350500","CICERO CREEK AT NOBLESVILLE, IN","ST","USGS",-86.04161110,40.05602778,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=03350500"
"03350655","STONY CREEK AT FISHERSBURG, IN","ST","USGS",-85.86303589,40.06614999,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=03350655"
"03350660","WILLIAM LOCK DITCH NEAR DURBIN, IN","ST-DCH","USGS",-85.92498200,40.07364885,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=03350660"
"03350700","STONY CREEK NEAR NOBLESVILLE, IN","ST","USGS",-85.99553940,40.02892500,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=03350700"
"03351000","WHITE RIVER NEAR NORA, IN","ST","USGS",-86.10554230,39.91059488,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=03351000"
"03351072","WILLIAMS CREEK AT 96TH STREET, INDIANAPOLIS, IN","ST","USGS",-86.17221140,39.92698400,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=03351072"
"03351310","CROOKED CREEK AT INDIANAPOLIS, IN","ST","USGS",-86.20610000,39.82976428,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=03351310"
"03351350","WHITE RIVER AT 16TH STREET AT INDIANAPOLIS, IN","ST","USGS",-86.19811110,39.78866667,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=03351350"
"03351500","FALL CREEK NEAR FORTVILLE, IN","ST","USGS",-85.86748030,39.95476180,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=03351500"
"033521504","SAND CREEK AT 116TH STREET AT FISHERS, IN","ST","USGS",-85.98916670,39.95694444,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=033521504"
"03352500","FALL CREEK AT MILLERSVILLE, IN","ST","USGS",-86.08748550,39.85198510,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=03352500"
"03352953","WHITE RIVER AT MICHIGAN STREET AT INDIANAPOLIS, IN","ST","USGS",-86.18970989,39.77476540,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=03352953"
"03352988","POGUES RUN AT VERMONT STREET AT INDIANAPOLIS, IN","ST","USGS",-86.13943060,39.77226519,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=03352988"
"03353000","WHITE RIVER AT INDIANAPOLIS, IN","ST","USGS",-86.16969440,39.73713889,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=03353000"
"03353120","PLEASANT RUN AT ARLINGTON AV AT INDIANAPOLIS, IN","ST","USGS",-86.06387290,39.77587579,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=03353120"
"03353200","EAGLE CREEK AT ZIONSVILLE, IN","ST","USGS",-86.26027020,39.94642897,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=03353200"
"03353415","SCHOOL BRANCH AT MALONEY ROAD NEAR BROWNSBURG, IN","ST","USGS",-86.35544440,39.88577778,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=03353415"
"03353420","SCHOOL BRANCH AT CR750N AT BROWNSBURG, IN","ST","USGS",-86.36152780,39.87258330,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=03353420"
"03353451","EAGLE CREEK BELOW RESERVOIR AT INDIANAPOLIS, IN","ST","USGS",-86.30388100,39.82198749,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=03353451"
"03353460","EAGLE CREEK AT CLERMONT, IN","ST","USGS",-86.30526980,39.81448764,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=03353460"
"03353500","EAGLE CREEK AT INDIANAPOLIS, IN","ST","USGS",-86.25026730,39.77782120,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=03353500"
"03353600","LITTLE EAGLE CREEK AT SPEEDWAY, IN","ST","USGS",-86.22860010,39.78754310,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=03353600"
"03353611","WHITE R. AT STOUT GEN. STN. AT INDIANAPOLIS, IN","ST","USGS",-86.20054340,39.71448890,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=03353611"
"03353620","LICK CREEK AT INDIANAPOLIS, IN","ST","USGS",-86.10359630,39.70587776,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=03353620"
"03353637","LITTLE BUCK CREEK NEAR INDIANAPOLIS, IN","ST","USGS",-86.19637680,39.66671210,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=03353637"
"03353638","LITTLE BUCK CREEK AT TIBBS AV NR INDIANAPOLIS, IN","ST","USGS",-86.21561110,39.66963889,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=03353638"
"03353670","WHITE LICK CREEK NEAR BROWNSBURG, IN","ST","USGS",-86.39477780,39.86550000,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=03353670"
"03353800","WHITE LICK CREEK AT MOORESVILLE, IN","ST","USGS",-86.38202780,39.60876944,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=03353800"
"03353910","EAST FORK WHITE LICK CREEK AT MOORESVILLE, IN","ST","USGS",-86.35721500,39.62837960,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=03353910"
"03354000","WHITE RIVER NEAR CENTERTON, IN","ST","USGS",-86.40054950,39.49754770,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=03354000"
"03357000","WHITE RIVER AT SPENCER, IN","ST","USGS",-86.76222800,39.28115610,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=03357000"
"03357330","BIG WALNUT CREEK NEAR ROACHDALE, IN","ST","USGS",-86.75398730,39.81626780,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=03357330"
"03357350","PLUM CREEK NEAR BAINBRIDGE, IN","ST","USGS",-86.72945050,39.76171297,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=03357350"
"03358000","MILL CREEK NEAR CATARACT, IN","ST","USGS",-86.76338889,39.43355556,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=03358000"
"03360000","EEL RIVER AT BOWLING GREEN, IN","ST","USGS",-87.02090140,39.38407038,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=03360000"
"03360500","WHITE RIVER AT NEWBERRY, IN","ST","USGS",-87.01927780,38.92811110,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=03360500"
"03360600","SMOTHERS CREEK NR PLAINVILLE, IN","ST","USGS",-87.13008330,38.81200000,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=03360600"
"03361500","BIG BLUE RIVER AT SHELBYVILLE, IN","ST","USGS",-85.77752780,39.52925000,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=03361500"
"03361650","SUGAR CREEK AT NEW PALESTINE, IN","ST","USGS",-85.88553590,39.71421068,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=03361650"
"03361850","BUCK CREEK AT ACTON, IN","ST","USGS",-85.95748200,39.65699006,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=03361850"
"03361872","SUGAR CREEK NEAR BOGGSTOWN, IN","ST","USGS",-85.93813889,39.56427778,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=03361872"
"03362000","YOUNGS CREEK NEAR EDINBURGH, IN","ST","USGS",-86.00498890,39.41893960,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=03362000"
"03362500","SUGAR CREEK NEAR EDINBURGH, IN","ST","USGS",-85.99808330,39.36091667,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=03362500"
"03363000","DRIFTWOOD RIVER NEAR EDINBURGH, IN","ST","USGS",-85.98638160,39.33921768,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=03363000"
"03363500","FLATROCK RIVER AT ST. PAUL, IN","ST","USGS",-85.63414249,39.41754930,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=03363500"
"03363900","FLATROCK RIVER AT COLUMBUS, IN","ST","USGS",-85.92665970,39.23505140,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=03363900"
"03364000","EAST FORK WHITE RIVER AT COLUMBUS, IN","ST","USGS",-85.92554640,39.20005160,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=03364000"
"03364042","HAW CREEK AT HOPE, IN","ST","USGS",-85.77470560,39.30393967,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=03364042"
"03364200","HAW CREEK NEAR CLIFFORD, IN","ST","USGS",-85.85610000,39.26782898,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=03364200"
"03364500","CLIFTY CREEK AT HARTSVILLE, IN","ST","USGS",-85.70164690,39.27477320,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=03364500"
"03364650","CLIFTY CREEK NEAR COLUMBUS, IN","ST","USGS",-85.87498720,39.18532950,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=03364650"
"03365500","EAST FORK WHITE RIVER AT SEYMOUR, IN","ST","USGS",-85.89914440,38.98255300,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=03365500"
"03366500","MUSCATATUCK RIVER NEAR DEPUTY, IN","ST","USGS",-85.67385500,38.80422346,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=03366500"
"03368000","BRUSH CREEK NEAR NEBRASKA, IN","ST","USGS",-85.48607660,39.07033129,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=03368000"
"03369500","VERNON FORK MUSCATATUCK RIVER AT VERNON, IN","ST","USGS",-85.61969000,38.97644327,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=03369500"
"03371500","EAST FORK WHITE RIVER NEAR BEDFORD, IN","ST","USGS",-86.40971150,38.77033029,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=03371500"
"03371600","SOUTH FORK SALT CREEK AT KURTZ, IN","ST","USGS",-86.20347220,38.96302778,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=03371600"
"03371650","NORTH FORK SALT CREEK AT NASHVILLE, IN","ST","USGS",-86.24711110,39.20141667,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=03371650"
"03373500","EAST FORK WHITE RIVER AT SHOALS, IN","ST","USGS",-86.79194299,38.66699568,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=03373500"
"03373508","BEAVER CREEK NEAR SHOALS, IN","ST","USGS",-86.74499710,38.67310707,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=03373508"
"03373560","LOST RIVER NEAR PROSPECT, IN","ST","USGS",-86.59888040,38.58116500,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=03373560"
"03373610","LICK CREEK AT PAOLI, IN","ST","USGS",-86.47583330,38.55583330,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=03373610"
"03374000","WHITE RIVER AT PETERSBURG, IN","ST","USGS",-87.28945830,38.51088224,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=03374000"
"03374100","WHITE RIVER AT HAZLETON, IN","ST","USGS",-87.55002269,38.48976950,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=03374100"
"03375500","PATOKA RIVER AT JASPER, IN","ST","USGS",-86.87666360,38.41366457,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=03375500"
"03376300","PATOKA RIVER AT WINSLOW, IN","ST","USGS",-87.21667529,38.38032750,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=03376300"
"03376500","PATOKA RIVER NEAR PRINCETON, IN","ST","USGS",-87.54891090,38.39032397,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=03376500"
"03377500","WABASH RIVER AT MT. CARMEL, IL","ST","USGS",-87.75638889,38.39833330,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=03377500"
"03378500","WABASH RIVER AT NEW HARMONY, IN","ST","USGS",-87.94141900,38.13087900,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=03378500"
"03378550","BIG CREEK NEAR WADESVILLE, IN","ST","USGS",-87.76963889,38.08311110,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=03378550"
"04092677","GRAND CALUMET RIVER AT INDUSTRIAL HWY AT GARY, IN","ST","USGS",-87.39365060,41.60781377,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=04092677"
"04092750","INDIANA HARBOR CANAL AT EAST CHICAGO, IN","ST-CA","USGS",-87.46865290,41.64920230,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=04092750"
"04093000","DEEP RIVER AT LAKE GEORGE OUTLET AT HOBART, IN","ST","USGS",-87.25697989,41.53614807,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=04093000"
"04094000","LITTLE CALUMET RIVER AT PORTER, IN","ST","USGS",-87.08697770,41.62170456,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=04094000"
"04094400","SALT CREEK AT VALPARAISO, IN","ST","USGS",-87.07055560,41.46472220,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=04094400"
"04095090","PORTAGE-BURNS WATERWAY AT PORTAGE, IN","ST-DCH","USGS",-87.17586850,41.62225939,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=04095090"
"04095300","TRAIL CREEK AT MICHIGAN CITY, IN","ST","USGS",-86.85975109,41.71670660,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=04095300"
"04095380","TRAIL CREEK AT MICHIGAN CITY HARBOR, IN","ST","USGS",-86.90419700,41.72281688,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=04095380"
"04099510","PIGEON CREEK NR ANGOLA, IN","ST","USGS",-85.10969100,41.63449470,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=04099510"
"04099750","PIGEON RIVER NEAR SCOTT, IN","ST","USGS",-85.57637470,41.74893960,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=04099750"
"04100222","NB ELKHART RIVER AT COSPERVILLE, IN","ST","USGS",-85.47553700,41.48171619,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=04100222"
"04100500","ELKHART RIVER AT GOSHEN, IN","ST","USGS",-85.84860570,41.59338270,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=04100500"
"04101000","ST. JOSEPH RIVER AT ELKHART, IN","ST","USGS",-85.97500040,41.69171580,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=04101000"
"04101225","ST. JOSEPH RIVER AT SOUTH BEND, IN","ST","USGS",-86.26783330,41.72027778,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=04101225"
"04101370","JUDY CREEK NEAR SOUTH BEND, IN","ST","USGS",-86.26278520,41.72865900,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=04101370"
"04177720","FISH CREEK AT HAMILTON, IN","ST","USGS",-84.90357260,41.53227275,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=04177720"
"04178000","St Joseph River near Newville IN","ST","USGS",-84.80162590,41.38560609,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=04178000"
"04179520","CEDAR CREEK AT 18TH STREET AT AUBURN, IN","ST","USGS",-85.04913500,41.36004985,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=04179520"
"04180000","CEDAR CREEK NEAR CEDARVILLE, IN","ST","USGS",-85.07635890,41.21893800,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=04180000"
"04180500","ST. JOSEPH RIVER NEAR FORT WAYNE, IN","ST","USGS",-85.07408330,41.16738889,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=04180500"
"04180988","St. Marys River at Rockford OH","ST","USGS",-84.64662540,40.69476968,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=04180988"
"04181120","ST. MARYS RIVER AT PLEASANT MILLS, IN","ST","USGS",-84.84236110,40.77944444,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=04181120"
