SiteNumber, SiteName, SiteCategory, SiteAgency, SiteLongitude, SiteLatitude, SiteNWISURL
"06721000","SOUTH PLATTE RIVER AT FORT LUPTON, CO.","ST","USGS",-104.81858310,40.11609435,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=06721000"
"06724970","LEFT HAND CREEK AT HOVER ROAD NEAR LONGMONT, CO","ST","USGS",-105.13081940,40.13427778,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=06724970"
"06727410","FOURMILE CREEK AT LOGAN MILL ROAD NEAR CRISMAN, CO","ST","USGS",-105.36491670,40.04202778,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=06727410"
"06727500","FOURMILE CREEK AT ORODELL, CO","ST","USGS",-105.32625000,40.01866667,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=06727500"
"06730160","FOURMILE CANYON CREEK NEAR SUNSHINE, CO","ST","USGS",-105.34877780,40.05761110,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=06730160"
"06730200","BOULDER CREEK AT NORTH 75TH ST. NEAR BOULDER, CO","ST","USGS",-105.17887540,40.05165184,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=06730200"
"06730500","BOULDER CREEK AT MOUTH NEAR LONGMONT, CO","ST","USGS",-105.02022220,40.13877778,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=06730500"
"06730525","ST VRAIN CR BLW BOULDER CR AT HWY 119 NR LONGMONT","ST","USGS",-105.00793610,40.16046667,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=06730525"
"06741510","BIG THOMPSON RIVER AT LOVELAND, CO.","ST","USGS",-105.06109090,40.37859460,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=06741510"
"06746095","JOE WRIGHT CREEK ABOVE JOE WRIGHT RESERVOIR, CO","ST","USGS",-105.88279000,40.53998220,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=06746095"
"06746110","JOE WRIGHT CREEK BELOW JOE WRIGHT RESERVOIR, CO","ST","USGS",-105.86390000,40.56192640,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=06746110"
"06751150","N FK CACHE LA POUDRE R BLW HALLIGAN RES NR VA DALE","ST","USGS",-105.33804110,40.87831637,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=06751150"
"06751490","NORTH FORK CACHE LA POUDRE RIVER AT LIVERMORE, CO","ST","USGS",-105.25220470,40.78748150,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=06751490"
"06752260","CACHE LA POUDRE RIVER AT FORT COLLINS, CO","ST","USGS",-105.06922220,40.58808330,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=06752260"
"06752280","CACHE LA POUDRE RIV AB BOXELDER CRK NR TIMNATH, CO","ST","USGS",-105.01136500,40.55192690,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=06752280"
"06759500","SOUTH PLATTE RIVER AT FORT MORGAN, CO","ST","USGS",-103.80119170,40.26840278,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=06759500"
"07079300","EF ARKANSAS R AT US HIGHWAY 24, NR LEADVILLE, CO.","ST","USGS",-106.30641330,39.27248920,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=07079300"
"07081200","ARKANSAS RIVER NEAR LEADVILLE, CO","ST","USGS",-106.34811110,39.24900000,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=07081200"
"07083000","HALFMOON CREEK NEAR MALTA, CO","ST","USGS",-106.38919260,39.17221259,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=07083000"
"07083200","HALFMOON CR BL HALFMOON DIVERSION NR LEADVILLE, CO","ST","USGS",-106.38336110,39.18572220,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=07083200"
"07083710","ARKANSAS RIVER BELOW EMPIRE GULCH NEAR MALTA, CO","ST","USGS",-106.32002400,39.16387980,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=07083710"
"07087050","ARKANSAS RIVER BELOW GRANITE, CO","ST","USGS",-106.21398330,38.97693889,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=07087050"
"07091200","ARKANSAS RIVER NEAR NATHROP, CO","ST","USGS",-106.05112600,38.65221880,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=07091200"
"07094500","ARKANSAS RIVER AT PARKDALE, CO.","ST","USGS",-105.37360400,38.48721890,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=07094500"
"07096250","FOURMILE CREEK BELOW CRIPPLE CREEK NEAR VICTOR, CO","ST","USGS",-105.22804100,38.66388094,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=07096250"
"07099050","BEAVER CR ABV UPPER BEAVER CEMETERY NR PENROSE, CO","ST","USGS",-105.02192570,38.56166228,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=07099050"
"07099060","BEAVER CREEK ABOVE HIGHWAY 115 NEAR PENROSE, CO","ST","USGS",-104.99748320,38.48916580,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=07099060"
"07099085","RED CREEK ABOVE SALT CANYON AT FORT CARSON, CO","ST","USGS",-104.94055560,38.47897220,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=07099085"
"07099230","TURKEY CREEK AB TELLER RES NEAR STONE CITY, CO.","ST","USGS",-104.82720090,38.46499989,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=07099230"
"07099238","TELLER RESERVOIR SPILLWAY NEAR STONE CITY, CO","ST","USGS",-104.82083330,38.43888889,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=07099238"
"07099970","ARKANSAS RIVER AT MOFFAT STREET AT PUEBLO, CO","ST","USGS",-104.60608540,38.25361396,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=07099970"
"07099973","ARKANSAS RIVER TRIBUTARY ABOVE HWY 227 AT PUEBLO","ST","USGS",-104.59583330,38.25388889,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=07099973"
"07100750","WALDO CANYON ABV MOUTH NEAR MANITOU SPRINGS, CO","ST","USGS",-104.93569440,38.88811110,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=07100750"
"07103100","WILLIAMS CANYON ABV MOUTH NEAR MANITOU SPRINGS, CO","ST","USGS",-104.91882500,38.88880278,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=07103100"
"07103700","FOUNTAIN CREEK NEAR COLORADO SPRINGS, CO.","ST","USGS",-104.87803140,38.85471357,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=07103700"
"07103703","CAMP CREEK AT GARDEN OF THE GODS, CO","ST","USGS",-104.87275430,38.87693609,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=07103703"
"07103780","MONUMENT C AB N.GATE BLVD AT USAF ACADEMY, CO.","ST","USGS",-104.84661110,39.03102778,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=07103780"
"07103784","GOAT CAMP CREEK ABV RESERVOIR NO. 4 AT USAFA, CO","ST","USGS",-104.89810000,39.00888889,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=07103784"
"07103791","LEHMAN RUN BLW STADIUM BLVD AT USAFA, CO","ST","USGS",-104.83784170,39.00007778,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=07103791"
"07103792","RESERVOIR NO. 1 SPILLWAY AT HUSTED RD AT USAFA, CO","ST","USGS",-104.83401110,39.00123330,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=07103792"
"07103797","WEST MONUMENT CREEK BELOW RAMPART RESERVOIR, CO","ST","USGS",-104.95553740,38.97499176,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=07103797"
"07103800","WEST MONUMENT CREEK AT U.S. AIR FORCE ACADEMY, CO","ST","USGS",-104.90275800,38.97054766,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=07103800"
"07103965","PINE CREEK ABV BRIARGATE PKWY,ABV COLO SPRINGS, CO","ST","USGS",-104.79401670,38.96750278,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=07103965"
"07103970","MONUMENT CR ABV WOODMEN RD AT COLORADO SPRINGS, CO","ST","USGS",-104.81719920,38.93388170,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=07103970"
"07103980","COTTONWOOD CREEK AT WOODMEN RD NR COLO SPRINGS, CO","ST","USGS",-104.74108630,38.93943809,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=07103980"
"07103987","COTTONWOOD CK AT UNION BLVD, AT COLO SPRINGS, CO","ST","USGS",-104.77615000,38.93036110,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=07103987"
"07103990","COTTONWOOD CREEK AT MOUTH AT PIKEVIEW, CO","ST","USGS",-104.81416670,38.92722220,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=07103990"
"07104000","MONUMENT CREEK AT PIKEVIEW, CO.","ST","USGS",-104.81858770,38.91777057,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=07104000"
"07104905","MONUMENT CREEK AT BIJOU ST. AT COLO. SPRINGS, CO","ST","USGS",-104.82941920,38.83721474,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=07104905"
"07105000","BEAR CREEK NEAR COLORADO SPRINGS, CO","ST","USGS",-104.88858600,38.82249078,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=07105000"
"07105490","CHEYENNE CREEK AT EVANS AVE AT COLORADO SPRINGS,CO","ST","USGS",-104.86414040,38.79054685,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=07105490"
"07105500","FOUNTAIN CREEK AT COLORADO SPRINGS, CO","ST","USGS",-104.82275190,38.81638158,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=07105500"
"07105530","FOUNTAIN CR BLW JANITELL RD BLW COLO. SPRINGS, CO","ST","USGS",-104.79580690,38.80304910,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=07105530"
"07105600","SAND CREEK ABOVE MOUTH AT COLORADO SPRINGS, CO","ST","USGS",-104.77386200,38.78832768,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=07105600"
"07105780","B DITCH DRAIN NEAR SECURITY, CO.","ST-DCH","USGS",-104.76247230,38.75249500,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=07105780"
"07105800","FOUNTAIN CREEK AT SECURITY, CO","ST","USGS",-104.73386110,38.72944040,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=07105800"
"07105815","CLOVER DITCH DRAIN AT QUINN ST NR WIDEFIELD, CO","ST-DCH","USGS",-104.76763890,38.72972220,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=07105815"
"07105820","CLOVER DITCH DRAIN NEAR WIDEFIELD, CO.","ST-DCH","USGS",-104.72913900,38.71860726,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=07105820"
"07105900","JIMMY CAMP CREEK AT FOUNTAIN, CO.","ST","USGS",-104.68858300,38.68444130,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=07105900"
"07105940","LITTLE FOUNTAIN CREEK NEAR FOUNTAIN, CO","ST","USGS",-104.74838330,38.64265000,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=07105940"
"07106000","FOUNTAIN CREEK NEAR FOUNTAIN, CO.","ST","USGS",-104.67025030,38.60166470,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=07106000"
"07106300","FOUNTAIN CREEK NEAR PINON, CO","ST","USGS",-104.59805560,38.42944444,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=07106300"
"07106500","FOUNTAIN CREEK AT PUEBLO, CO.","ST","USGS",-104.60108490,38.28778010,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=07106500"
"07108900","ST. CHARLES RIVER AT VINELAND, CO.","ST","USGS",-104.48635970,38.24555835,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=07108900"
"07109500","ARKANSAS RIVER NEAR AVONDALE, CO.","ST","USGS",-104.39913560,38.24805799,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=07109500"
"07116500","HUERFANO RIVER NEAR BOONE, CO.","ST","USGS",-104.26079960,38.22500240,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=07116500"
"07119500","APISHAPA RIVER NEAR FOWLER, CO","ST","USGS",-103.96761110,38.10850000,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=07119500"
"07121500","TIMPAS CREEK AT MOUTH NEAR SWINK, CO.","ST","USGS",-103.65605880,38.00306440,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=07121500"
"07124000","ARKANSAS RIVER AT LAS ANIMAS, CO.","ST","USGS",-103.21965230,38.08083990,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=07124000"
"07124200","PURGATOIRE RIVER AT MADRID, CO.","ST","USGS",-104.63998880,37.12946459,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=07124200"
"07124410","PURGATOIRE RIVER BELOW TRINIDAD LAKE, CO.","ST","USGS",-104.54776440,37.14390846,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=07124410"
"07126200","VAN BREMER ARROYO NEAR MODEL, CO","ST","USGS",-103.95801860,37.34557255,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=07126200"
"07126300","PURGATOIRE RIVER NEAR THATCHER, CO.","ST","USGS",-103.90023830,37.35640590,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=07126300"
"07126325","TAYLOR ARROYO BL ROCK CROSSING, NR THATCHER, CO.","ST","USGS",-103.92023820,37.42418269,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=07126325"
"07126390","LOCKWOOD CANYON CREEK NEAR THATCHER, CO","ST","USGS",-103.82801140,37.49279316,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=07126390"
"07126480","BENT CANYON CREEK AT MOUTH NEAR TIMPAS, CO","ST","USGS",-103.64828150,37.58918109,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=07126480"
"07126485","PURGATOIRE RIVER AT ROCK CROSSING NR TIMPAS, CO.","ST","USGS",-103.59355700,37.61834740,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=07126485"
"07128500","PURGATOIRE RIVER NEAR LAS ANIMAS, CO","ST","USGS",-103.20141670,38.03422220,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=07128500"
"07130500","ARKANSAS RIVER BELOW JOHN MARTIN RESERVOIR, CO.","ST","USGS",-102.93242280,38.06639635,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=07130500"
"07133000","ARKANSAS RIVER AT LAMAR, CO","ST","USGS",-102.61820560,38.10579167,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=07133000"
"07134100","BIG SANDY CREEK NEAR LAMAR, CO.","ST","USGS",-102.48380230,38.11417565,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=07134100"
"07134180","ARKANSAS RIVER NEAR GRANADA, CO.","ST","USGS",-102.31074530,38.09556490,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=07134180"
"07134990","WILD HORSE CREEK ABOVE HOLLY, CO","ST","USGS",-102.13847220,38.05702778,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=07134990"
"07137000","FRONTIER DITCH NR COOLIDGE, KS","ST-DCH","USGS",-102.03907140,38.03834599,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=07137000"
"07137500","ARKANSAS R NR COOLIDGE, KS","ST","USGS",-102.01157060,38.02751290,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=07137500"
"09010500","COLORADO RIVER BELOW BAKER GULCH NR GRAND LAKE, CO","ST","USGS",-105.85667910,40.32581784,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=09010500"
"09014050","GRAND LAKE OUTLET BLW CHIPMUNK LN AT GRAND LK, CO","ST","USGS",-105.82883330,40.24611110,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=09014050"
"09015000","COLORADO RIVER BL SHADOW MOUNTAIN RESERVOIR, CO.","ST","USGS",-105.83756110,40.20519444,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=09015000"
"09019500","COLORADO RIVER NEAR GRANBY, CO","ST","USGS",-105.90056940,40.12081915,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=09019500"
"09021000","WILLOW CREEK BELOW WILLOW CREEK RESERVOIR, CO.","ST","USGS",-105.94001560,40.14581899,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=09021000"
"09022000","FRASER RIVER AT UPPER STA, NEAR WINTER PARK, CO.","ST","USGS",-105.75195070,39.84582040,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=09022000"
"09024000","FRASER RIVER AT WINTER PARK, CO.","ST","USGS",-105.77667410,39.89998695,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=09024000"
"09025000","VASQUEZ CREEK AT WINTER PARK, CO","ST","USGS",-105.78528570,39.92026468,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=09025000"
"09025300","ELK CREEK AT UPPER STATION, NEAR FRASER, CO","ST","USGS",-105.83250980,39.88943120,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=09025300"
"09026500","ST. LOUIS CREEK NEAR FRASER, CO.","ST","USGS",-105.87834510,39.90998657,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=09026500"
"09027100","FRASER RIVER AT TABERNASH, CO","ST","USGS",-105.82977780,39.99033330,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=09027100"
"09031600","VASQUEZ DIVERSION 3 NR WINTER PARK, CO","ST","USGS",-105.81964720,39.86610556,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=09031600"
"09031700","VASQUEZ DIVERSION 2 NR WINTER PARK, CO","ST","USGS",-105.81176940,39.88914720,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=09031700"
"09032000","RANCH CREEK NEAR FRASER, CO.","ST","USGS",-105.76556270,39.94998694,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=09032000"
