SiteNumber, SiteName, SiteCategory, SiteAgency, SiteLongitude, SiteLatitude, SiteNWISURL
"02110725","AIW AT HIGHWAY 544 AT SOCASTEE, SC","ST-TS","USGS",-79.00475690,33.68711510,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02110725"
"02118000","SOUTH YADKIN RIVER NEAR MOCKSVILLE, NC","ST","USGS",-80.65888889,35.84500000,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02118000"
"02123500","UWHARRIE RIVER NEAR ELDORADO, NC","ST","USGS",-80.01663889,35.43147778,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02123500"
"0212393300","W. BR ROCKY R B MTH OF S PRONG R NR CORNELIUS, NC","ST","USGS",-80.79027780,35.46777778,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=0212393300"
"0212414900","MALLARD CR BL STONY CR NR HARRISBURG, NC","ST","USGS",-80.71583330,35.33277778,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=0212414900"
"0212419274","CODDLE CR AT SR 1612 NEAR DAVIDSON, NC","ST","USGS",-80.73638889,35.50388889,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=0212419274"
"0212427947","REEDY CREEK AT SR 2803 NR CHARLOTTE, NC","ST","USGS",-80.70055560,35.25638889,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=0212427947"
"0212430653","MCKEE CREEK AT SR2804 NR WILGROVE, NC","ST","USGS",-80.64805560,35.25388889,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=0212430653"
"0212467595","GOOSE CREEK AT SR1525 NR INDIAN TRAIL, NC","ST","USGS",-80.60277780,35.12500000,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=0212467595"
"02128000","LITTLE RIVER NEAR STAR, NC","ST","USGS",-79.83138889,35.38722220,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02128000"
"0212880025","PEE DEE RIVER BELOW POWERHOUSE DAM NR PEE DEE, NC","ST","USGS",-79.87758060,34.98348330,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=0212880025"
"02141500","CATAWBA RIVER AT RHODHISS, NC","ST","USGS",-81.43065560,35.77262778,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02141500"
"0214196125","CATAWBA RIVER AT NC HIGHWAY 16 NR MILLERSVILLE, NC","ST","USGS",-81.19053610,35.82246667,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=0214196125"
"0214265828","MCDOWELL CR TRIB AT SR2131 NR HICKS CROSSROADS, NC","ST","USGS",-80.91751940,35.40178889,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=0214265828"
"02146315","TAGGART CREEK AT WEST BOULEVARD NR CHARLOTTE, NC","ST","USGS",-80.92194440,35.20666667,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02146315"
"02167582","BUSH RIVER NR PROSPERITY, SC","ST","USGS",-81.61038399,34.16875010,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02167582"
"02172040","BACK RIVER AT DUPONT INTAKE NR KITTREDGE, SC","ST-TS","USGS",-79.95813830,33.05711588,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02172040"
"02172300","MCTIER CREEK (RD 209) NEAR MONETTA, SC","ST","USGS",-81.60177140,33.75347736,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02172300"
"02172558","SOUTH FORK EDISTO RIVER ABOVE SPRINGFIELD,SC","ST","USGS",-81.41027780,33.52027778,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02172558"
"02173212","CEDAR CREEK NEAR THOR, SC","ST","USGS",-81.25416670,33.69000000,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02173212"
"02196670","SAVANNAH RIVER JEFFERSON DAVIS BR, AT AUGUSTA, GA","ST","USGS",-81.96338889,33.47933330,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02196670"
"02196999","SAVANNAH RV ABOVE NEW SAV. LOCK AND DAM","LK","USGS",-81.93980560,33.37244444,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02196999"
"02215260","OCMULGEE RIVER AT ABBEVILLE, GA","ST","USGS",-83.27902780,31.99666667,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02215260"
"02228500","NORTH PRONG ST. MARYS RIVER AT MONIAC, GA","ST","USGS",-82.23039540,30.51773125,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02228500"
"02231000","ST. MARYS RIVER NEAR MACCLENNY, FL","ST","USGS",-82.08150130,30.35884726,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02231000"
"02231342","FT DRUM CREEK AT SUNSHINE ST PKY NEAR FT DRUM, FL","ST","USGS",-80.79617090,27.56864730,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02231342"
"02231396","BLUE CYPRESS CREEK NEAR FELLSMERE, FL","ST","USGS",-80.80505949,27.72808533,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02231396"
"02231600","JANE GREEN CREEK NEAR DEER PARK, FL","ST","USGS",-80.88811550,28.07446200,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02231600"
"02232000","ST. JOHNS RIVER NEAR MELBOURNE, FL","ST","USGS",-80.75200100,28.08473879,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02232000"
"02232155","PENNYWASH CREEK NEAR DEER PARK, FL","ST","USGS",-80.89533730,28.18195808,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02232155"
"02232200","WOLF CREEK NEAR DEER PARK, FL","ST","USGS",-80.91089309,28.21306810,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02232200"
"02232400","ST. JOHNS RIVER NEAR COCOA, FL","ST","USGS",-80.87255780,28.36972837,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02232400"
"02232415","TAYLOR CREEK NEAR COCOA, FL","ST","USGS",-80.92839280,28.35250710,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02232415"
"02232500","ST. JOHNS RIVER NEAR CHRISTMAS, FL","ST","USGS",-80.94339200,28.54305529,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02232500"
"02233200","LITTLE ECONLOCKHATCHEE RIVER NEAR UNION PARK, FL","ST","USGS",-81.24395600,28.52500210,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02233200"
"02233484","ECONLOCKHATCHEE RIVER NEAR OVIEDO, FL","ST","USGS",-81.16978600,28.65555285,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02233484"
"02233500","ECONLOCKHATCHEE RIVER NEAR CHULUOTA, FL","ST","USGS",-81.11416670,28.67777778,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02233500"
"02234000","ST. JOHNS RIVER ABOVE LAKE HARNEY NEAR GENEVA, FL","ST","USGS",-81.03533740,28.71416110,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02234000"
"02234324","HOWELL CREEK NEAR SLAVIA, FL","ST","USGS",-81.26451090,28.64777587,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02234324"
"02234384","SOLDIER CREEK NEAR LONGWOOD, FL","ST","USGS",-81.30867800,28.71888466,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02234384"
"02234400","GEE CREEK NEAR LONGWOOD, FL","ST","USGS",-81.29062210,28.70416290,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02234400"
"02234435","LAKE JESUP OUTLET NEAR SANFORD, FL","ST","USGS",-81.18117379,28.78415969,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02234435"
"02234500","ST. JOHNS RIVER NEAR SANFORD, FL","ST","USGS",-81.32423230,28.83804694,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02234500"
"02234990","LITTLE WEKIVA RIVER NEAR ALTAMONTE SPRINGS, FL","ST","USGS",-81.39701380,28.68721920,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02234990"
"02235000","WEKIVA RIVER NEAR SANFORD, FL","ST","USGS",-81.41930560,28.81426389,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02235000"
"02235200","BLACKWATER CREEK NEAR CASSIA, FL","ST","USGS",-81.48972220,28.87444444,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02235200"
"02236000","ST. JOHNS RIVER NEAR DE LAND, FL","ST","USGS",-81.38256510,29.00831827,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02236000"
"02236125","ST. JOHNS RIVER AT ASTOR, FL","ST","USGS",-81.52201570,29.16692445,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02236125"
"02236500","BIG CREEK NEAR CLERMONT, FL","ST","USGS",-81.74007599,28.44778229,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02236500"
"02237698","APOPKA FLOW-WAY FEEDER CANAL NEAR ASTATULA, FL","ST","USGS",-81.70590900,28.66638527,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02237698"
"02237700","APOPKA-BEAUCLAIR CANAL NEAR ASTATULA, FL","ST","USGS",-81.68479760,28.72249444,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02237700"
"02237701","APOPKA-BEAUCLAIR CANAL BL DAM NEAR ASTATULA, FL","ST","USGS",-81.68479760,28.72304997,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02237701"
"02238000","HAYNES CREEK AT LISBON, FL","ST","USGS",-81.78368940,28.87082178,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02238000"
"02238001","HAYNES CREEK BELOW BURRELL DAM AT LISBON, FL","ST","USGS",-81.78444440,28.87111110,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02238001"
"02238499","OCKLAWAHA R AB MOSS BLUFF DAM AT MOSS BLUFF,FL","ST","USGS",-81.88083330,29.08111110,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02238499"
"02238500","OCKLAWAHA RIVER AT MOSS BLUFF, FL","ST","USGS",-81.88083330,29.08111110,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02238500"
"02239501","SILVER RIVER NEAR OCALA, FL","ST","USGS",-82.04120000,29.21497640,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02239501"
"02240000","OCKLAWAHA RIVER NEAR CONNER, FL","ST","USGS",-81.98592030,29.21469888,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02240000"
"02240500","OCKLAWAHA RIVER AT EUREKA, FL","ST","USGS",-81.90194440,29.37166667,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02240500"
"02243000","ORANGE CREEK AT ORANGE SPRINGS, FL","ST","USGS",-81.94619990,29.50969267,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02243000"
"02243959","OCKLAWAHA R AB RODMAN DAM NR ORANGE SPRINGS,FLA.","ST","USGS",-81.80480679,29.50858114,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02243959"
"02243960","OCKLAWAHA R AT RODMAN DAM NEAR ORANGE SPRINGS, FL","ST","USGS",-81.80416670,29.50833333,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02243960"
"02244040","ST. JOHNS R AT BUFFALO BLUFF NEAR SATSUMA, FL","ST","USGS",-81.68313800,29.59635820,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02244040"
"02244440","DUNNS CREEK NEAR SATSUMA, FL","ST","USGS",-81.62619100,29.57774783,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02244440"
"02245500","SOUTH FORK BLACK CREEK NEAR PENNEY FARMS, FL","ST","USGS",-81.85204260,29.97940750,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02245500"
"02246000","NORTH FORK BLACK CREEK NEAR MIDDLEBURG, FL","ST","USGS",-81.90649150,30.11329530,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02246000"
"02246010","NORTH FORK BLACK CREEK AT MIDDLEBURG, FL","ST","USGS",-81.86371139,30.07607343,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02246010"
"02246318","ORTEGA RIVER AT KIRWIN ROAD NEAR JACKSONVILLE,FL","ST","USGS",-81.76843150,30.19635087,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02246318"
"02246459","CEDAR RIVER AT SAN JUAN AVENUE AT JACKSONVILLE, FL","ST","USGS",-81.74037610,30.28218375,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02246459"
"02246500","ST. JOHNS RIVER AT JACKSONVILLE, FL","ST","USGS",-81.66537350,30.32246160,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02246500"
"02246515","POTTSBURG CREEK NR SOUTH JACKSONVILLE, FLA.","ST","USGS",-81.59009170,30.26440710,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02246515"
"02247510","TOMOKA RIVER NEAR HOLLY HILL, FL","ST","USGS",-81.10866870,29.21748099,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02247510"
"02248000","SPRUCE CREEK NEAR SAMSULA, FL","ST","USGS",-81.04644550,29.05081845,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02248000"
"02248030","HALIFAX CANAL NEAR HARBOR OAKS, FL","ST","USGS",-80.98727720,29.11581700,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02248030"
"02248380","HAULOVER CANAL NEAR MIMS,FL","ST","USGS",-80.75477300,28.73638079,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02248380"
"02249007","EAU GALLIE RIV AT HEATHER GLEN CIR AT MELBOURNE FL","ST","USGS",-80.64672050,28.12695888,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02249007"
"02249500","CRANE CREEK AT MELBOURNE, FL","ST","USGS",-80.62949830,28.07946057,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02249500"
"02250030","TURKEY CREEK AT PALM BAY, FL","ST","USGS",-80.59588719,28.01724054,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02250030"
"02251000","SOUTH PRONG ST SEBASTIAN RIVER NEAR SEBASTIAN,FL","ST","USGS",-80.50588680,27.76947258,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02251000"
"02251500","NORTH PRONG SAINT SEBASTIAN RIVER NEAR MICCO, FL","ST","USGS",-80.52422000,27.85613569,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02251500"
"02251767","FELLSMERE CANAL NEAR MICCO, FL","ST","USGS",-80.53422030,27.83058119,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02251767"
"02251800","INDIAN RIVER AT WABASSO, FL","ST","USGS",-80.42755160,27.75447297,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02251800"
"02252500","NORTH CANAL NEAR VERO BEACH, FL","ST","USGS",-80.42005169,27.69308613,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02252500"
"02253000","MAIN CANAL AT VERO BEACH, FL","ST","USGS",-80.40560700,27.64780983,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02253000"
"02253500","SOUTH CANAL NEAR VERO BEACH, FL","ST","USGS",-80.38657900,27.60447790,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02253500"
"02256500","FISHEATING CREEK AT PALMDALE, FL","ST","USGS",-81.31479490,26.93255850,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02256500"
"02257750","HARNEY POND CANAL 2.4 MILES BL S70 NR LAKEPORT, FL","ST-CA","USGS",-81.13272220,27.09083333,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02257750"
"02257790","HARNEY POND CANAL ABOVE S-71 NR LAKEPORT, FL","ST-CA","USGS",-81.07149720,27.03892220,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02257790"
"02258800","INDIAN PRAIRIE CANAL AB PUMP STA NR OKEECHOBEE, FL","ST-CA","USGS",-81.06998060,27.15438056,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02258800"
"02259100","INDIAN PRAIRIE CANAL ABOVE S-72 NR OKEECHOBEE, FL","ST-CA","USGS",-81.00917220,27.09644720,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02259100"
"02268390","TIGER CREEK NEAR BABSON PARK FL","ST","USGS",-81.44368460,27.81141547,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02268390"
"02269148","KISSIMMEE RIVER NEAR LORIDA, FL","ST","USGS",-81.21090190,27.52197893,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02269148"
"02269520","LIVINGSTON CREEK NEAR FROSTPROOF FL","ST","USGS",-81.44646260,27.70864100,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02269520"
"02270000","CARTER CREEK NEAR SEBRING FL","ST","USGS",-81.38757240,27.53225706,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02270000"
"02271500","JOSEPHINE CREEK NEAR DE SOTO CITY FL","ST","USGS",-81.39340620,27.37420780,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02271500"
"02277110","ST LUCIE ESTUARY AT A1A (STEELE PT)STUART FL","ES","USGS",-80.20744440,27.19902778,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02277110"
"02277600","LOXAHATCHEE RIVER NEAR JUPITER,FL","ST","USGS",-80.17525000,26.93925000,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02277600"
"02277602","LOXAHATCHEE RIVER DWS LAINHART DAM NR JUPITER FL","ST","USGS",-80.17488889,26.93927778,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02277602"
"02281200","HILLSBORO CANAL AT S-6 NEAR SHAWANO","ST-CA","USGS",-80.44688330,26.47285000,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02281200"
"02286328","C-8 CANAL AT NE 135 ST AT NORTH MIAMI, FL","ST-CA","USGS",-80.19497220,25.90022220,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02286328"
"02288800","TAMIAMI CANAL OUTLETS, MONROE TO CARNESTOWN, FLA","ST-CA","USGS",-81.26163430,25.88772088,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02288800"
"02289019","TAMIAMI CANAL AT S-12-B  NR MIAMI, FL","ST-CA","USGS",-80.76947220,25.76183333,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02289019"
"02289035","THREE MILE CANAL BELOW G409 NEAR CLEWISTON, FL","ST-CA","USGS",-80.88161110,26.32719444,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02289035"
"02289041","TAMIAMI CANAL BELOW S-12-C, NEARMIAMI, FLA","ST-CA","USGS",-80.72719440,25.76202778,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02289041"
"02289060","TAMIAMI CANAL OUTLETS L-30 TO L-67A NR MIAMI, FL","ST-CA","USGS",-80.56170560,25.76114167,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02289060"
"02289080","TAMIAMI CANAL WEST END 1 MILE BRIDGE NR MIAMI, FL","ST-CA","USGS",-80.53666670,25.76138889,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02289080"
"02289085","TAMIAMI CANAL EAST END 1 MILE BRIDGE NR MIAMI, FL","ST-CA","USGS",-80.51666670,25.76138889,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02289085"
"02289500","TAMIAMI CANAL NEAR CORAL GABLES, FL","ST-CA","USGS",-80.32808330,25.76250000,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02289500"
"022907085","BLACK CREEK CANAL WEST OF U.S. 1 NR  GOULDS, FL","ST","USGS",-80.37875000,25.57091667,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=022907085"
"02290709","10B BLACK CR CANAL AT OLD CUTLER RD NR GOU","ST-CA","USGS",-80.35955560,25.55986110,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02290709"
"022907647","LEVEE 31 NORTH EXTENSION 1 MILE NR WEST MIAMI FL","ST","USGS",-80.49763889,25.74633333,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=022907647"
"02290765","LEVEE 31 NORTH EXTENSION AT 3 MILE NR WEST MIAMI F","ST","USGS",-80.49655560,25.71758333,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02290765"
"02290766","LEVEE 31 NORTH EXTENSION AT 4 MILE NR WEST MIAMI F","ST","USGS",-80.49597220,25.70216667,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02290766"
"02290767","LEVEE 31 NORTH EXTENSION AT 5 MILE NR WEST MIAMI F","ST","USGS",-80.49710000,25.68598333,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02290767"
"02290768","LEVEE 31 NORTH EXTENSION AT 7 MILE NR WEST MIAMI F","ST","USGS",-80.49816670,25.66338889,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02290768"
"02290769","CANAL 111 AT S-18-C NEAR FLORIDA CITY, FL","ST-CA","USGS",-80.52483330,25.32722220,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02290769"
